gvkey,datadate,fyearq,fqtr,tic,cusip,conm,curcdq,Current Assets Total - Q,Assets Total - Q,Common - Ordinary Equity Total - Q,Cash - Q,Long term debt total - Q,Current liabilities total - Q,Liabilities total - Q,Revenue total - Q,Sales total - Q,Working Capital - Q,R&D expense - Q,SG&A expense - Q,Capital expenditure - Y,Revenue total - Y,Sales total - Y,R&D expenditure - Y,SG&A expense - Y,sic,state
1078,20130331,2013,1,ABT,2824100,ABBOTT LABORATORIES,USD,19096.868,42686.613,22588.186,4373.12,3466.576,10406.326,20003.338,5377.895,5377.895,8690.542,346.323,2131.882,274.465,5377.895,5377.895,346.323,2131.882,2834,IL
1078,20130630,2013,2,ABT,2824100,ABBOTT LABORATORIES,USD,19831.124,42903.346,22336.064,5572.254,3410.759,10919.614,20475.7,4440.105,4440.105,8911.51,326.677,1760.118,564.884,9818,9818,673,3892,2834,IL
1078,20130930,2013,3,ABT,2824100,ABBOTT LABORATORIES,USD,19748.949,44132.477,23696.237,2882.454,3403.069,11331.665,20344.546,4825,4825,8417.284,339,1951,841.341,14643,14643,1012,5843,2834,IL
1078,20131231,2013,4,ABT,2824100,ABBOTT LABORATORIES,USD,19247,42953,25171,3475,3388,9507,17686,5014,5014,9740,359,1900,1145,19657,19657,1371,7743,2834,IL
1078,20140331,2014,1,ABT,2824100,ABBOTT LABORATORIES,USD,17931,41662,23390,2060,3387,10186,18173,4755,4755,7745,369,1854,255,4755,4755,369,1854,2834,IL
1078,20140630,2014,2,ABT,2824100,ABBOTT LABORATORIES,USD,18258,41475,23602,3570,3403,9853,17771,5057,5057,8405,310,1863,513,9812,9812,679,3717,2834,IL
1078,20140930,2014,3,ABT,2824100,ABBOTT LABORATORIES,USD,16464,42514,22888,3613,3719,10823,19521,5079,5079,5641,305,1928,790,14891,14891,984,5645,2834,IL
1078,20141231,2014,4,ABT,2824100,ABBOTT LABORATORIES,USD,15261,41275,21526,4063,3408,10532,19636,5356,5356,4729,361,1968,1077,20247,20247,1345,7613,2834,IL
1078,20150331,2015,1,ABT,2824100,ABBOTT LABORATORIES,USD,19985,43095,21874,3226,5931,9206,21107,4897,4897,10779,313,2007,235,4897,4897,313,2007,2834,IL
1078,20150630,2015,2,ABT,2824100,ABBOTT LABORATORIES,USD,21131,44125,23008,4048,5862,9185,20999,5170,5170,11946,345,1984,451,10067,10067,658,3991,2834,IL
1078,20150930,2015,3,ABT,2824100,ABBOTT LABORATORIES,USD,15894,41725,21111,3132,5798,8755,20506,5150,5150,7139,378,1951,862,15217,15217,1036,5942,2834,IL
1078,20151231,2015,4,ABT,2824100,ABBOTT LABORATORIES,USD,14155,41247,21211,5001,5871,9186,19921,5188,5188,4969,369,1897,1110,20405,20405,1405,7839,2834,IL
1078,20160331,2016,1,ABT,2824100,ABBOTT LABORATORIES,USD,12406,39637,20722,3334,5977,8393,18795,4885,4885,4013,379,1989,243,4885,4885,379,1989,2834,IL
1078,20160630,2016,2,ABT,2824100,ABBOTT LABORATORIES,USD,12988,39831,20675,2578,6016,8673,19036,5333,5333,4315,348,2030,490,10218,10218,727,4019,2834,IL
1078,20160930,2016,3,ABT,2824100,ABBOTT LABORATORIES,USD,12978,39497,20776,2500,5975,8321,18601,5302,5302,4657,352,1905,802,15520,15520,1079,5924,2834,IL
1078,20161231,2016,4,ABT,2824100,ABBOTT LABORATORIES,USD,26776,52666,20538,18620,20681,6660,31949,5333,5333,20116,343,1844,1121,20853,20853,1422,7768,2834,IL
1078,20170331,2017,1,ABT,2824100,ABBOTT LABORATORIES,USD,19329,70887,31362,8706,23764,6646,39340,6335,6335,12683,553,2586,272,6335,6335,553,2586,2834,IL
1078,20170630,2017,2,ABT,2824100,ABBOTT LABORATORIES,USD,19983,71151,31602,9675,23810,6803,39363,6637,6637,13180,520,2517,527,12972,12972,1073,5103,2834,IL
1078,20170930,2017,3,ABT,2824100,ABBOTT LABORATORIES,USD,21377,72248,32032,11012,23310,7935,40030,6829,6829,13442,568,2507,790,19801,19801,1641,7610,2834,IL
1078,20171231,2017,4,ABT,2824100,ABBOTT LABORATORIES,USD,20147,76250,30897,9407,27210,8912,45152,7589,7589,11235,619,2740,1135,27390,27390,2260,10350,2834,IL
1078,20180331,2018,1,ABT,2824100,ABBOTT LABORATORIES,USD,14964,70908,31399,3857,21154,9010,39307,7390,7390,5954,589,3023,275,7390,7390,589,3023,2834,IL
1078,20180630,2018,2,ABT,2824100,ABBOTT LABORATORIES,USD,14122,68415,30577,3065,19823,8951,37641,7767,7767,5171,575,2956,573,15157,15157,1164,5979,2834,IL
1078,20180930,2018,3,ABT,2824100,ABBOTT LABORATORIES,USD,18196,71637,30705,7369,19284,12776,40739,7656,7656,5420,574,2832,927,22813,22813,1738,8811,2834,IL
1078,20181231,2018,4,ABT,2824100,ABBOTT LABORATORIES,USD,14632,67173,30524,3844,19359,9012,36451,7765,7765,5620,562,2828,1394,30578,30578,2300,11639,2834,IL
1161,20130331,2013,1,AMD,7903107,ADVANCED MICRO DEVICES,USD,2338,3797,415,441,2039,1321,3382,1088,1088,1017,312,491,20,1088,1088,312,491,3674,CA
1161,20130630,2013,2,AMD,7903107,ADVANCED MICRO DEVICES,USD,2458,3897,359,334,2042,1451,3538,1161,1161,1007,308,479,48,2249,2249,620,970,3674,CA
1161,20130930,2013,3,AMD,7903107,ADVANCED MICRO DEVICES,USD,2939,4317,434,543,2044,1762,3883,1461,1461,1177,288,443,63,3710,3710,908,1413,3674,CA
1161,20131231,2013,4,AMD,7903107,ADVANCED MICRO DEVICES,USD,2884,4337,544,869,1998,1618,3793,1589,1589,1266,293,462,84,5299,5299,1201,1875,3674,CA
1161,20140331,2014,1,AMD,7903107,ADVANCED MICRO DEVICES,USD,2690,4108,511,554,2078,1384,3597,1397,1397,1306,279,435,21,1397,1397,279,435,3674,CA
1161,20140630,2014,2,AMD,7903107,ADVANCED MICRO DEVICES,USD,2932,4246,501,503,2109,1505,3745,1441,1441,1427,277,431,44,2838,2838,556,866,3674,CA
1161,20140930,2014,3,AMD,7903107,ADVANCED MICRO DEVICES,USD,3020,4325,535,640,2106,1566,3790,1429,1429,1454,278,428,73,4267,4267,834,1294,3674,CA
1161,20141231,2014,4,AMD,7903107,ADVANCED MICRO DEVICES,USD,2736,3767,187,805,2035,1440,3580,1239,1239,1296,238,382,95,5506,5506,1072,1676,3674,CA
1161,20150331,2015,1,AMD,7903107,ADVANCED MICRO DEVICES,USD,2497,3428,17,677,2033,1292,3411,1030,1030,1205,242,373,22,1030,1030,242,373,3674,CA
1161,20150630,2015,2,AMD,7903107,ADVANCED MICRO DEVICES,USD,2451,3381,-141,829,2034,1399,3522,942,942,1052,235,369,39,1972,1972,477,742,3674,CA
1161,20150930,2015,3,AMD,7903107,ADVANCED MICRO DEVICES,USD,2466,3229,-336,755,2030,1449,3565,1061,1061,1017,241,349,64,3033,3033,718,1091,3674,CA
1161,20151231,2015,4,AMD,7903107,ADVANCED MICRO DEVICES,USD,2320,3109,-412,785,2032,1403,3521,958,958,917,229,338,96,3991,3991,947,1429,3674,CA
1161,20160331,2016,1,AMD,7903107,ADVANCED MICRO DEVICES,USD,2226,2981,-503,716,2006,1328,3484,832,832,898,242,347,26,832,832,242,347,3674,CA
1161,20160630,2016,2,AMD,7903107,ADVANCED MICRO DEVICES,USD,2506,3316,-413,957,2012,1581,3729,1027,1027,925,243,360,47,1859,1859,485,707,3674,CA
1161,20160930,2016,3,AMD,7903107,ADVANCED MICRO DEVICES,USD,2824,3616,385,1258,1632,1473,3231,1307,1307,1351,259,376,56,3166,3166,744,1083,3674,CA
1161,20161231,2016,4,AMD,7903107,ADVANCED MICRO DEVICES,USD,2530,3321,416,1264,1435,1346,2905,1106,1106,1184,264,385,77,4272,4272,1008,1468,3674,CA
1161,20170331,2017,1,AMD,7903107,ADVANCED MICRO DEVICES,USD,2498,3299,409,722,1408,1372,2890,1178,1178,1126,271,394,23,1178,1178,271,394,3674,CA
1161,20170630,2017,2,AMD,7903107,ADVANCED MICRO DEVICES,USD,2511,3370,417,760,1375,1449,2953,1151,1151,1062,285,412,35,2329,2329,556,806,3674,CA
1161,20170930,2017,3,AMD,7903107,ADVANCED MICRO DEVICES,USD,2699,3586,520,879,1356,1591,3066,1584,1584,1108,320,452,69,3913,3913,876,1258,3674,CA
1161,20171231,2017,4,AMD,7903107,ADVANCED MICRO DEVICES,USD,2622,3540,611,1185,1325,1486,2929,1340,1340,1136,320,454,113,5253,5253,1196,1712,3674,CA
1161,20180331,2018,1,AMD,7903107,ADVANCED MICRO DEVICES,USD,2751,3763,715,1045,1165,1697,3048,1647,1647,1054,343,477,46,1647,1647,343,477,3674,CA
1161,20180630,2018,2,AMD,7903107,ADVANCED MICRO DEVICES,USD,3099,4103,879,948,1170,1868,3224,1756,1756,1231,357,499,89,3403,3403,700,976,3674,CA
1161,20180930,2018,3,AMD,7903107,ADVANCED MICRO DEVICES,USD,3314,4347,1125,1046,1167,1878,3222,1653,1653,1436,363,511,122,5056,5056,1063,1487,3674,CA
1161,20181231,2018,4,AMD,7903107,ADVANCED MICRO DEVICES,USD,3540,4556,1266,1078,1114,1984,3290,1419,1419,1556,371,509,163,6475,6475,1434,1996,3674,CA
1327,20130331,2013,2,SWKS,83088M102,SKYWORKS SOLUTIONS INC,USD,963.7,2216.9,2000,458.8,0,162.6,216.9,425.2,425.2,801.1,56.3,95.8,52,878.9,878.9,114.4,191.4,3674,MA
1327,20130630,2013,3,SWKS,83088M102,SKYWORKS SOLUTIONS INC,USD,959.6,2217.9,2000.1,400.3,0,159,217.8,436.1,436.1,800.6,56.6,96.9,85.4,1315,1315,171,288.3,3674,MA
1327,20130930,2013,4,SWKS,83088M102,SKYWORKS SOLUTIONS INC,USD,1073.3,2333.1,2101.1,511.1,0,179.7,232,477,477,893.6,55.3,96.9,123.8,1792,1792,226.3,385.2,3674,MA
1327,20131231,2014,1,SWKS,83088M102,SKYWORKS SOLUTIONS INC,USD,1180.1,2435.4,2212.2,648.6,0,165.8,223.2,505.2,505.2,1014.3,58.4,99.5,16.3,505.2,505.2,58.4,99.5,3674,MA
1327,20140331,2014,2,SWKS,83088M102,SKYWORKS SOLUTIONS INC,USD,1268.9,2534.6,2291.4,797.8,0,182.8,243.2,481,481,1086.1,61.6,103.4,58.2,986.2,986.2,120,202.9,3674,MA
1327,20140630,2014,3,SWKS,83088M102,SKYWORKS SOLUTIONS INC,USD,1387.3,2688.9,2389,893.3,0,234.8,299.9,587,587,1152.5,64.2,109.1,125.7,1573.2,1573.2,184.2,312,3674,MA
1327,20140930,2014,4,SWKS,83088M102,SKYWORKS SOLUTIONS INC,USD,1429.2,2973.8,2532.4,805.8,0,297.6,441.4,718.3,718.3,1131.6,68,115.9,208.6,2291.5,2291.5,252.2,427.9,3674,MA
1327,20141231,2015,1,SWKS,83088M102,SKYWORKS SOLUTIONS INC,USD,1590.4,3191,2710.1,1049.9,0,332.9,480.9,805.5,805.5,1257.5,68.5,116.4,87.2,805.5,805.5,68.5,116.4,3674,MA
1327,20150331,2015,2,SWKS,83088M102,SKYWORKS SOLUTIONS INC,USD,1678.9,3313.2,2863.5,1054.2,0,298.6,449.7,762.1,762.1,1380.3,75.5,122.9,171.2,1567.6,1567.6,144,239.3,3674,MA
1327,20150630,2015,3,SWKS,83088M102,SKYWORKS SOLUTIONS INC,USD,1818.1,3518.3,3042,1106,0,319,476.3,810,810,1499.1,76.8,125.4,279.3,2377.6,2377.6,220.8,364.7,3674,MA
1327,20150930,2015,4,SWKS,83088M102,SKYWORKS SOLUTIONS INC,USD,1914.7,3719.4,3159.2,1043.6,0,463.9,560.2,880.8,880.8,1450.8,82.4,129.8,430.1,3258.4,3258.4,303.2,494.5,3674,MA
1327,20151231,2016,1,SWKS,83088M102,SKYWORKS SOLUTIONS INC,USD,2114.7,3930.5,3482.6,1233.2,0,367.9,447.9,926.8,926.8,1746.8,81.5,130.5,79.5,926.8,926.8,81.5,130.5,3674,MA
1327,20160331,2016,2,SWKS,83088M102,SKYWORKS SOLUTIONS INC,USD,2127,3958.2,3543.3,1177.5,0,324.7,414.9,775.1,775.1,1802.3,79.8,122.6,116.9,1701.9,1701.9,161.3,253.1,3674,MA
1327,20160630,2016,3,SWKS,83088M102,SKYWORKS SOLUTIONS INC,USD,2078.1,3955.7,3514.3,973.7,0,347,441.4,751.7,751.7,1731.1,77.9,123.3,174.1,2453.6,2453.6,239.2,376.4,3674,MA
1327,20160930,2016,4,SWKS,83088M102,SKYWORKS SOLUTIONS INC,USD,2002.1,3855.4,3541.4,1083.8,0,210.2,314,835.4,835.4,1791.9,73.2,125.8,189.3,3289,3289,312.4,502.2,3674,MA
1327,20161231,2017,1,SWKS,83088M102,SKYWORKS SOLUTIONS INC,USD,2198.5,4065.7,3660.3,1350.5,0,303.4,405.4,914.3,914.3,1895.1,82,131.2,50.1,914.3,914.3,82,131.2,3674,MA
1327,20170331,2017,2,SWKS,83088M102,SKYWORKS SOLUTIONS INC,USD,2308.1,4166.8,3791.8,1406.9,0,266.9,375,851.7,851.7,2041.2,89.4,135,105,1766,1766,171.4,266.2,3674,MA
1327,20170630,2017,3,SWKS,83088M102,SKYWORKS SOLUTIONS INC,USD,2412,4310.2,3897.8,1444,0,300.8,412.4,900.8,900.8,2111.2,92,142.4,218,2666.8,2666.8,263.4,408.6,3674,MA
1327,20170930,2017,4,SWKS,83088M102,SKYWORKS SOLUTIONS INC,USD,2633.7,4573.6,4065.7,1616.8,0,387.9,507.9,984.6,984.6,2245.8,91.8,147.9,303.3,3651.4,3651.4,355.2,556.5,3674,MA
1327,20171231,2018,1,SWKS,83088M102,SKYWORKS SOLUTIONS INC,USD,2686.6,4594.3,3900.5,1681.5,0,321.5,693.8,1051.9,1051.9,2365.1,98,148.6,28.2,1051.9,1051.9,98,148.6,3674,MA
1327,20180331,2018,2,SWKS,83088M102,SKYWORKS SOLUTIONS INC,USD,2810.9,4745.1,4070.2,1881.3,0,318.5,674.9,913.4,913.4,2492.4,106.7,168.6,118.5,1965.3,1965.3,204.7,317.2,3674,MA
1327,20180630,2018,3,SWKS,83088M102,SKYWORKS SOLUTIONS INC,USD,2631.4,4783.3,4082.9,1158.1,0,358.3,700.4,894.3,894.3,2273.1,96.8,146.3,310,2859.6,2859.6,301.5,463.5,3674,MA
1327,20180930,2018,4,SWKS,83088M102,SKYWORKS SOLUTIONS INC,USD,2262.2,4828.9,4097,733.3,0,389.7,731.9,1008.4,1008.4,1872.5,103,155.2,422.3,3868,3868,404.5,618.7,3674,MA
1327,20181231,2019,1,SWKS,83088M102,SKYWORKS SOLUTIONS INC,USD,2208.5,4738.9,4038.3,1085.7,0,357.3,700.6,972,972,1851.2,109.2,156.1,129.5,972,972,109.2,156.1,3674,MA
1632,20130131,2013,1,ADI,32654105,ANALOG DEVICES,USD,4813.935,5716.808,4323.797,795.797,759.672,508.535,1393.011,622.134,622.134,4305.4,125.164,222.594,18.269,622.134,622.134,125.164,222.594,3674,MA
1632,20130430,2013,2,ADI,32654105,ANALOG DEVICES,USD,4963.212,5841.036,4460.59,595.631,757.855,509.162,1380.446,659.25,659.25,4454.05,128,224.472,44.448,1281.384,1281.384,253.164,447.066,3674,MA
1632,20130731,2013,3,ADI,32654105,ANALOG DEVICES,USD,5244.49,6138.626,4643.236,460.068,872.104,491.809,1495.39,674.172,674.172,4752.681,128.892,226.667,74.516,1955.556,1955.556,382.056,673.733,3674,MA
1632,20131031,2013,4,ADI,32654105,ANALOG DEVICES,USD,5472.425,6381.75,4739.576,392.089,872.241,570.512,1642.174,678.133,678.133,4901.913,130.979,229.002,123.074,2633.689,2633.689,513.035,902.735,3674,MA
1632,20140131,2014,1,ADI,32654105,ANALOG DEVICES,USD,5470.959,6399.468,4795.635,417.227,872.378,519.494,1603.833,628.238,628.238,4951.465,128.591,226.566,48.123,628.238,628.238,128.591,226.566,3674,MA
1632,20140430,2014,2,ADI,32654105,ANALOG DEVICES,USD,5638.032,6594.951,4931.523,402.79,872.515,571.202,1663.428,694.536,694.536,5066.83,136.203,238.137,92.181,1322.774,1322.774,264.794,464.703,3674,MA
1632,20140731,2014,3,ADI,32654105,ANALOG DEVICES,USD,5923.884,8973.465,5007.197,2585.441,872.652,2622.526,3966.268,727.752,727.752,3301.358,140.095,251.919,134.496,2050.526,2050.526,404.889,716.622,3674,MA
1632,20141031,2014,4,ADI,32654105,ANALOG DEVICES,USD,3811.886,6859.69,4757.897,569.233,872.789,709.056,2101.793,814.247,814.247,3102.83,154.797,264.001,177.913,2864.773,2864.773,559.686,980.623,3674,MA
1632,20150131,2015,1,ADI,32654105,ANALOG DEVICES,USD,3803.037,6821.156,4806.21,650.202,872.926,632.909,2014.946,771.986,771.986,3170.128,151.706,268.773,23.76,771.986,771.986,151.706,268.773,3674,MA
1632,20150430,2015,2,ADI,32654105,ANALOG DEVICES,USD,4045.761,7048.475,4964.208,636.216,498.399,1068.219,2084.267,821.019,821.019,2977.542,154.233,269.764,72.989,1593.005,1593.005,305.939,538.537,3674,MA
1632,20150731,2015,3,ADI,32654105,ANALOG DEVICES,USD,4149.892,7134.701,5065.161,557.497,498.448,1057.77,2069.54,863.365,863.365,3092.122,160.784,275.888,108.153,2456.37,2456.37,466.723,814.425,3674,MA
1632,20151031,2015,4,ADI,32654105,ANALOG DEVICES,USD,4079.548,7062.178,5072.959,884.353,498.497,1113.83,1989.219,978.722,978.722,2965.718,170.736,292.127,153.96,3435.092,3435.092,637.459,1106.552,3674,MA
1632,20160131,2016,1,ADI,32654105,ANALOG DEVICES,USD,4644.134,7598.081,4994.862,1470.442,1730.948,594.105,2603.219,769.429,769.429,4050.029,157.428,264.868,23.128,769.429,769.429,157.428,264.868,3674,MA
1632,20160430,2016,2,ADI,32654105,ANALOG DEVICES,USD,4627.874,7570.292,4873.701,1119.662,1731.336,684.6,2696.591,778.766,778.766,3943.274,160.235,272.397,48.645,1548.195,1548.195,317.663,537.265,3674,MA
1632,20160731,2016,3,ADI,32654105,ANALOG DEVICES,USD,4727.888,7685.053,4983.333,1103.67,1731.758,678.693,2701.72,869.591,869.591,4049.195,163.227,277.826,86.173,2417.786,2417.786,480.89,815.091,3674,MA
1632,20161031,2016,4,ADI,32654105,ANALOG DEVICES,USD,4974.863,7970.278,5165.618,921.132,1732.177,782.934,2804.66,1003.623,1003.623,4191.929,172.926,285.756,127.397,3421.409,3421.409,653.816,1100.847,3674,MA
1632,20170131,2017,1,ADI,32654105,ANALOG DEVICES,USD,7233.733,10203.371,5306.431,4987.263,3805.4,811.626,4896.94,984.449,984.449,6422.107,183.954,306.518,28.337,984.449,984.449,183.954,306.518,3674,MA
1632,20170430,2017,2,ADI,32654105,ANALOG DEVICES,USD,7535.467,26622.683,9966.595,5697.743,8572.364,5449.282,16656.088,1147.982,1147.982,2086.185,235.232,386.569,75.266,2132.431,2132.431,419.186,693.087,3674,MA
1632,20170731,2017,3,ADI,32654105,ANALOG DEVICES,USD,2188.643,21114.995,9922.9,908.569,8199.23,1101.077,11192.095,1433.902,1433.902,1087.566,275.67,451.548,138.883,3566.333,3566.333,694.856,1144.635,3674,MA
1632,20171031,2017,4,ADI,32654105,ANALOG DEVICES,USD,2351.338,21141.294,10161.54,1047.838,7551.084,1596.332,10979.754,1541.17,1541.17,755.006,273.746,444.276,204.098,5107.503,5107.503,968.602,1588.911,3674,MA
1632,20180131,2018,1,ADI,32654105,ANALOG DEVICES,USD,2177.746,20853.315,10347.779,827.55,7384.856,1236.548,10505.536,1566.87,1566.87,941.198,288.597,456.769,63.222,1566.87,1566.87,288.597,456.769,3674,MA
1632,20180430,2018,2,ADI,32654105,ANALOG DEVICES,USD,2188.274,20776.454,10585.355,806.517,6926.441,1432.863,10191.099,1563.502,1563.502,755.411,289.472,457.747,117.122,3130.372,3130.372,578.069,914.516,3674,MA
1632,20180731,2018,3,ADI,32654105,ANALOG DEVICES,USD,2116.557,20548.616,10856.217,772.575,6532.746,1338.883,9692.399,1572.679,1572.679,777.674,291.642,459.167,168.872,4604.356,4604.356,869.711,1373.683,3674,MA
1632,20181031,2018,4,ADI,32654105,ANALOG DEVICES,USD,2112.126,20449.779,10988.54,816.591,6265.674,1406.138,9461.239,1596.586,1596.586,705.988,295.699,462.065,254.876,6200.942,6200.942,1165.41,1835.748,3674,MA
1979,20130331,2013,1,BCPC,57665200,BALCHEM CORP  -CL B,USD,221.936,323.063,288.071,149.09,0,26.366,34.992,84.651,84.651,195.57,0.838,8.367,3.4,84.651,84.651,0.838,8.367,2834,NY
1979,20130630,2013,2,BCPC,57665200,BALCHEM CORP  -CL B,USD,238.801,339.45,305.392,171.22,0,25.469,34.058,83.296,83.296,213.332,0.947,8.269,5.171,167.947,167.947,1.785,16.636,2834,NY
1979,20130930,2013,3,BCPC,57665200,BALCHEM CORP  -CL B,USD,258.462,358.405,322.881,190.179,0,25.363,35.524,87.593,87.593,233.099,0.876,7.546,6.644,255.54,255.54,2.661,24.182,2834,NY
1979,20131231,2013,4,BCPC,57665200,BALCHEM CORP  -CL B,USD,277.774,376.872,331.358,208.747,0,35.753,45.514,81.633,81.633,242.021,0.961,7.637,8.187,337.173,337.173,3.622,31.819,2834,NY
1979,20140331,2014,1,BCPC,57665200,BALCHEM CORP  -CL B,USD,284.882,382.45,344.203,207.33,0,28.339,38.247,85.995,85.995,256.543,0.773,8.515,1.138,85.995,85.995,0.773,8.515,2834,NY
1979,20140630,2014,2,BCPC,57665200,BALCHEM CORP  -CL B,USD,199.271,892.924,356.22,59.714,365,82.453,536.704,132.23,132.23,116.818,1.119,14.323,3.504,218.225,218.225,1.892,22.838,2834,NY
1979,20140930,2014,3,BCPC,57665200,BALCHEM CORP  -CL B,USD,163.795,848.8,376.637,25.404,306.25,80.373,472.163,160.49,160.49,83.422,1.445,18.709,5.934,378.715,378.715,3.337,41.547,2834,NY
1979,20141231,2014,4,BCPC,57665200,BALCHEM CORP  -CL B,USD,181.302,861.271,391.898,50.287,297.5,95.522,469.373,162.668,162.668,85.78,1.473,19.73,13.199,541.383,541.383,4.81,61.277,2834,NY
1979,20150331,2015,1,BCPC,57665200,BALCHEM CORP  -CL B,USD,179.127,854.842,411.224,56.613,288.75,78.12,443.618,144.862,144.862,101.007,1.448,18.092,6.368,144.862,144.862,1.448,18.092,2834,NY
1979,20150630,2015,2,BCPC,57665200,BALCHEM CORP  -CL B,USD,193.477,868.98,438.218,72.243,280,74.02,430.762,134.773,134.773,119.457,1.492,18.093,15.299,279.635,279.635,2.94,36.185,2834,NY
1979,20150930,2015,3,BCPC,57665200,BALCHEM CORP  -CL B,USD,204.13,882.594,457.317,81.556,271.25,77.051,425.277,140.128,140.128,127.079,1.51,18.79,28.117,419.763,419.763,4.45,54.975,2834,NY
1979,20151231,2015,4,BCPC,57665200,BALCHEM CORP  -CL B,USD,198.829,881.223,463.705,84.795,262.5,81.12,417.518,132.729,132.729,117.709,1.54,17.38,41.3,552.492,552.492,5.99,72.355,2834,NY
1979,20160331,2016,1,BCPC,57665200,BALCHEM CORP  -CL B,USD,177.458,970.226,480.251,39.172,317.35,78.619,489.975,135.141,135.141,98.839,1.942,22.395,10.66,135.141,135.141,1.942,22.395,2834,NY
1979,20160630,2016,2,BCPC,57665200,BALCHEM CORP  -CL B,USD,169.005,954.292,496.154,33.421,288.732,74.969,458.138,138.794,138.794,94.036,1.92,22.847,14.736,273.935,273.935,3.862,45.242,2834,NY
1979,20160930,2016,3,BCPC,57665200,BALCHEM CORP  -CL B,USD,172.785,946.832,516.422,32.533,263.112,73.794,430.41,138.509,138.509,98.991,1.681,21.648,18.801,412.444,412.444,5.543,66.89,2834,NY
1979,20161231,2016,4,BCPC,57665200,BALCHEM CORP  -CL B,USD,188.442,948.626,521.033,38.643,245.49,101.008,427.593,140.76,140.76,87.434,1.782,22.318,23.034,553.204,553.204,7.325,89.208,2834,NY
1979,20170331,2017,1,BCPC,57665200,BALCHEM CORP  -CL B,USD,186.956,941.385,542.301,36.997,233.864,84.792,399.084,137.728,137.728,102.164,1.815,15.222,2.934,137.728,137.728,1.815,15.222,2834,NY
1979,20170630,2017,2,BCPC,57665200,BALCHEM CORP  -CL B,USD,201.795,970.679,562.384,43.599,240.734,84.626,408.295,147.082,147.082,117.169,2.28,16.325,10.819,284.81,284.81,4.095,31.547,2834,NY
1979,20170930,2017,3,BCPC,57665200,BALCHEM CORP  -CL B,USD,193.609,958.838,585.939,34.741,200.6,89.786,372.899,150.716,150.716,103.823,2.712,17.018,17.676,435.526,435.526,6.807,48.565,2834,NY
1979,20171231,2017,4,BCPC,57665200,BALCHEM CORP  -CL B,USD,199.336,963.636,616.881,40.416,183.964,108.396,346.755,159.264,159.264,90.94,2.498,18.733,27.526,594.79,594.79,9.305,67.298,2834,NY
1979,20180331,2018,1,BCPC,57665200,BALCHEM CORP  -CL B,USD,211.808,967.989,639.89,42.679,175.323,98.115,328.099,161.41,161.41,113.693,2.569,19.68,3.735,161.41,161.41,2.569,19.68,2834,NY
1979,20180630,2018,2,BCPC,57665200,BALCHEM CORP  -CL B,USD,241.137,989.467,663.22,62.476,210.75,60.632,326.247,163.687,163.687,180.505,3.23,19.519,7.7,325.097,325.097,5.799,39.027,2834,NY
1979,20180930,2018,3,BCPC,57665200,BALCHEM CORP  -CL B,USD,225.706,986.076,685.202,42.671,178,65.951,300.874,155.043,155.043,159.755,2.54,18.771,13.253,480.14,480.14,8.339,57.798,2834,NY
1979,20181231,2018,4,BCPC,57665200,BALCHEM CORP  -CL B,USD,226.314,981.355,691.618,54.268,156,82.056,289.737,163.539,163.539,144.258,3.253,17.473,19.17,643.679,643.679,11.592,75.271,2834,NY
2086,20130331,2013,1,BAX,71813109,BAXTER INTERNATIONAL INC,USD,8814,20318,6961,2689,5157,4778,13317,3448,3448,4036,246,1024,292,3448,3448,246,1024,2834,IL
2086,20130630,2013,2,BAX,71813109,BAXTER INTERNATIONAL INC,USD,12185,23751,7282,5989,8624,4516,16436,3487,3487,7669,246,1005,639,6935,6935,492,2029,2834,IL
2086,20130930,2013,3,BAX,71813109,BAXTER INTERNATIONAL INC,USD,9597,25250,7749,2376,8652,4996,17504,3710,3710,4601,277,1095,1037,10645,10645,769,3124,2834,IL
2086,20131231,2013,4,BAX,71813109,BAXTER INTERNATIONAL INC,USD,10004,25869,8463,2733,8126,5906,17383,4322,4322,4098,396,1298,1525,14967,14967,1165,4422,2834,IL
2086,20140331,2014,1,BAX,71813109,BAXTER INTERNATIONAL INC,USD,9388,25261,8671,2049,7517,5645,16568,3848,3848,3743,309,1196,421,3848,3848,309,1196,2834,IL
2086,20140630,2014,2,BAX,71813109,BAXTER INTERNATIONAL INC,USD,9487,25629,8662,1866,7528,5795,16942,1373,1373,3692,-4,709,844,5221,5221,305,1905,2834,IL
2086,20140930,2014,3,BAX,71813109,BAXTER INTERNATIONAL INC,USD,9631,25563,8404,2078,7753,5990,17137,2709,2709,3641,149,933,1325,7930,7930,454,2838,2834,IL
2086,20141231,2014,4,BAX,71813109,BAXTER INTERNATIONAL INC,USD,10351,25917,8120,2925,7606,6042,17761,2789,2789,4309,156,966,1898,10719,10719,610,3804,2834,IL
2086,20150331,2015,1,BAX,71813109,BAXTER INTERNATIONAL INC,USD,9734,24861,7258,2530,7680,6074,17573,2403,2403,3660,143,891,521,2403,2403,143,891,2834,IL
2086,20150630,2015,2,BAX,71813109,BAXTER INTERNATIONAL INC,USD,14497,30015,7988,6680,12054,6312,21994,2475,2475,8185,151,890,1021,4878,4878,294,1781,2834,IL
2086,20150930,2015,3,BAX,71813109,BAXTER INTERNATIONAL INC,USD,11138,20172,7824,1970,3791,5981,12327,2487,2487,5157,148,810,658,7365,7365,442,2591,2834,IL
