gvkey,datadate,fyearq,fqtr,tic,cusip,conm,curcdq,Current Assets Total - Q,Assets Total - Q,Common - Ordinary Equity Total - Q,Cash - Q,Long term debt total - Q,Current liabilities total - Q,Liabilities total - Q,Revenue total - Q,Sales total - Q,Working Capital - Q,R&D expense - Q,SG&A expense - Q,Capital expenditure - Y,Revenue total - Y,Sales total - Y,R&D expenditure - Y,SG&A expense - Y,sic,state
101204,20150331,2015,1,SNY,80105N105,SANOFI,USD,,,,,,,,8829.102,8829.102,,1244.882,3661.606,,8829.102,8829.102,1244.882,3661.606,2834,
101204,20150630,2015,2,SNY,80105N105,SANOFI,USD,24548.839,109223.314,63151.717,5243.496,12012.858,18175.443,45897.595,10112.621,10112.621,6373.396,1437.655,4212.003,1042.9,18941.723,18941.723,2682.537,7873.609,2834,
101204,20150930,2015,3,SNY,80105N105,SANOFI,USD,,,,,,,,10127.474,10127.474,,1373.801,3978.204,,29069.197,29069.197,4150.032,11851.813,2834,
101204,20151231,2015,4,SNY,80105N105,SANOFI,USD,27069.315,111110.374,63035.409,9933.813,14244.836,18270.268,47900.135,8786.363,8786.363,8799.047,1368.512,3854.645,3010.115,37855.56,37855.56,5518.544,15706.458,2834,
101204,20160331,2016,1,SNY,80105N105,SANOFI,USD,,,,,,,,9029.992,9029.992,,1406.665,3926.133,,9029.992,9029.992,1406.665,3926.133,2834,
101204,20160630,2016,2,SNY,80105N105,SANOFI,USD,24639.972,109341.462,59782.408,6703.043,16382.52,16817.181,49385.852,8881.563,8881.563,7822.791,1366.78,3931.961,1323.84,17911.555,17911.555,2773.445,7858.094,2834,
101204,20160930,2016,3,SNY,80105N105,SANOFI,USD,,,,,,,,10780.183,10780.183,,1423.948,4074.414,,28691.738,28691.738,4197.393,11932.508,2834,
101204,20161231,2016,4,SNY,80105N105,SANOFI,USD,28160.122,110449.894,60730.981,10840.07,17743.188,17341.157,49539.529,7932.144,7932.144,10818.965,1260.101,3534.613,2197.982,36623.882,36623.882,5457.494,15467.121,2834,
101204,20170331,2017,1,SNY,80105N105,SANOFI,USD,,,,,,,,9523.359,9523.359,,1400.368,4055.611,,9523.359,9523.359,1400.368,4055.611,2834,
101204,20170630,2017,2,SNY,80105N105,SANOFI,USD,30890.718,116243.857,65762.734,12411.745,17328.744,19461.461,50297.406,10837.288,10837.288,11429.257,1642.946,4754.822,1138.818,20360.647,20360.647,3043.314,8810.433,2834,
101204,20170930,2017,3,SNY,80105N105,SANOFI,USD,,,,,,,,11816.784,11816.784,,1691.336,4633.943,,32177.431,32177.431,4734.65,13444.376,2834,
101204,20171231,2017,4,SNY,80105N105,SANOFI,USD,31680.374,120010.817,69834.596,12400.693,17222.717,18582.405,49973.049,11367.455,11367.455,13097.969,1843.788,5242.62,2351.503,43544.886,43544.886,6578.438,18686.996,2834,
101204,20180331,2018,1,SNY,80105N105,SANOFI,USD,,,,,,,,10011.232,10011.232,,1576.96,4425.344,,10011.232,10011.232,1576.96,4425.344,2834,
101204,20180630,2018,2,SNY,80105N105,SANOFI,USD,27927.803,131585.968,65568.964,8742.606,26588.351,22876.856,65825.654,9365.314,9365.314,5050.947,1637.491,4411.771,960.252,19376.546,19376.546,3214.451,8837.115,2834,
101204,20180930,2018,3,SNY,80105N105,SANOFI,USD,,,,,,,,11241.119,11241.119,,1684.19,4344.83,,30617.665,30617.665,4898.641,13181.945,2834,
101204,20181231,2018,4,SNY,80105N105,SANOFI,USD,28140.438,127550.751,67406.991,7928.415,25195.761,19893.741,59961.722,10228.847,10228.847,8246.697,1849.385,4853.627,2263.463,40846.512,40846.512,6748.026,18035.572,2834,
101310,20130331,2013,1,NVS,66987V109,NOVARTIS AG,USD,26795,121011,67029,4706,11610,26369,53863,12766,12766,426,2122,5771,497,12766,12766,2122,5771,2834,
101310,20130630,2013,2,NVS,66987V109,NOVARTIS AG,USD,26845,121072,69493,4077,11615,24388,51444,13130,13130,2457,2247,6031,1171,25896,25896,4369,11802,2834,
101310,20130930,2013,3,NVS,66987V109,NOVARTIS AG,USD,28770,124594,72047,6363,11119,25812,52415,12754,12754,2958,2216,5890,1969,38650,38650,6585,17692,2834,
101310,20131231,2013,4,NVS,66987V109,NOVARTIS AG,USD,30542,126254,74343,6687,11242,26368,51782,13440,13440,4174,2486,6529,3064,52090,52090,9071,24221,2834,
101310,20140331,2014,1,NVS,66987V109,NOVARTIS AG,USD,29688,125332,70210,7170,15202,24760,54996,12832,12832,4928,2210,5808,520,12832,12832,2210,5808,2834,
101310,20140630,2014,2,NVS,66987V109,NOVARTIS AG,USD,34973,125768,70387,6797,12874,27556,55251,13411,13411,7417,2178,5984,1126,26243,26243,4388,11792,2834,
101310,20140930,2014,3,NVS,66987V109,NOVARTIS AG,USD,36788,125377,71338,9641,12670,26616,53953,13046,13046,10172,2161,5706,1794,39289,39289,6549,17498,2834,
101310,20141231,2014,4,NVS,66987V109,NOVARTIS AG,USD,37561,125387,70766,13023,13799,26973,54543,13130,13130,10588,2537,6478,2624,52419,52419,9086,23976,2834,
101310,20150331,2015,1,NVS,66987V109,NOVARTIS AG,USD,25710,134935,76376,6473,14834,29053,58491,11961,11961,-3343,2067,5324,469,11961,11961,2067,5324,2834,
101310,20150630,2015,2,NVS,66987V109,NOVARTIS AG,USD,24746,135413,78764,5218,13301,29389,56581,12694,12694,-4643,2206,5782,1035,24655,24655,4273,11106,2834,
101310,20150930,2015,3,NVS,66987V109,NOVARTIS AG,USD,24045,132927,76712,5328,13412,28158,56142,12265,12265,-4113,2190,5624,1614,36920,36920,6463,16730,2834,
101310,20151231,2015,4,NVS,66987V109,NOVARTIS AG,USD,22845,131556,77046,4674,16327,23708,54434,12520,12520,-863,2472,6209,2367,49440,49440,8935,22939,2834,
101310,20160331,2016,1,NVS,66987V109,NOVARTIS AG,USD,22993,132448,71813,4457,16465,27817,60559,11600,11600,-4824,2041,5316,385,11600,11600,2041,5316,2834,
101310,20160630,2016,2,NVS,66987V109,NOVARTIS AG,USD,23722,131436,72456,5036,16276,26271,58904,12470,12470,-2549,2190,5787,833,24070,24070,4231,11103,2834,
101310,20160930,2016,3,NVS,66987V109,NOVARTIS AG,USD,25883,134007,74984,7174,18259,24604,58941,12126,12126,1279,2224,5557,1276,36196,36196,6455,16660,2834,
101310,20161231,2016,4,NVS,66987V109,NOVARTIS AG,USD,24931,130124,74832,7007,17897,22209,55233,12322,12322,2722,2584,6391,1862,48518,48518,9039,23051,2834,
101310,20170331,2017,1,NVS,66987V109,NOVARTIS AG,USD,25766,131986,67586,7572,22933,26330,64340,11539,11539,-564,2169,5938,344,11539,11539,2169,5938,2834,
101310,20170630,2017,2,NVS,66987V109,NOVARTIS AG,USD,26538,133749,69919,7856,22999,26146,63771,12242,12242,392,2062,5866,676,23781,23781,4231,11804,2834,
101310,20170930,2017,3,NVS,66987V109,NOVARTIS AG,USD,27466,134972,72311,8810,23163,25379,62602,12413,12413,2087,2239,5883,1058,36194,36194,6470,17687,2834,
101310,20171231,2017,4,NVS,66987V109,NOVARTIS AG,USD,28208,133079,74168,8860,23224,23403,58852,12915,12915,4805,2502,6503,1696,49109,49109,8972,24190,2834,
101310,20180331,2018,1,NVS,66987V109,NOVARTIS AG,USD,33051,135524,71098,5813,23199,28223,64313,10928,10928,4828,1982,5267,359,10928,10928,1982,5267,2834,
101310,20180630,2018,2,NVS,66987V109,NOVARTIS AG,USD,32065,142058,76815,12446,22760,27943,65157,13158,13158,4122,2276,6437,690,25852,25852,4396,12481,2834,
101310,20180930,2018,3,NVS,66987V109,NOVARTIS AG,USD,34113,142994,77938,14000,22605,28327,64975,12779,12779,5786,2279,6200,1123,38631,38631,6675,18681,2834,
101310,20181231,2018,4,NVS,66987V109,NOVARTIS AG,USD,35563,145563,78614,13271,22470,29607,66871,13269,13269,5956,2399,6788,1773,51900,51900,9074,25469,2834,
104904,20130331,2013,1,VNLPY,92431M206,VERNALIS PLC,USD,,,,,,,,,,,,,,,,,,2834,
104904,20130630,2013,2,VNLPY,92431M206,VERNALIS PLC,USD,138.308,150.584,136.885,59.067,0,5.658,13.699,11.5,11.5,132.65,9.867,13.781,0.134,11.5,11.5,9.867,13.781,2834,
104904,20130930,2013,3,VNLPY,92431M206,VERNALIS PLC,USD,,,,,,,,,,,,,,,,,,2834,
104904,20131231,2013,4,VNLPY,92431M206,VERNALIS PLC,USD,138.058,150.87,136.311,46.939,0,7.46,14.559,11.843,11.843,130.598,14.026,18.246,1.071,23.343,23.343,23.893,32.027,2834,
104904,20140331,2014,1,VNLPY,92431M206,VERNALIS PLC,USD,,,,,,,,,,,,,,,,,,2834,
104904,20140630,2014,2,VNLPY,92431M206,VERNALIS PLC,USD,132.396,148.292,133.501,43.505,0,7.401,14.791,10.554,10.554,124.995,11.761,,0.222,10.554,10.554,11.761,,2834,
104904,20140930,2014,3,VNLPY,92431M206,VERNALIS PLC,USD,,,,,,,,,,,,,,,,,,2834,
104904,20140930,2015,1,VNLPY,92431M206,VERNALIS PLC,USD,,,,,,,,,,,,,,,,,,2834,
104904,20141231,2014,4,VNLPY,92431M206,VERNALIS PLC,USD,119.173,138.747,124.903,39.982,0,7.981,13.844,7.943,7.943,111.192,10.084,,1.064,18.497,18.497,21.845,,2834,
104904,20141231,2015,2,VNLPY,92431M206,VERNALIS PLC,USD,,,,,,,,8.886,8.886,,11.134,,0.861,8.886,8.886,11.134,,2834,
104904,20150331,2015,3,VNLPY,92431M206,VERNALIS PLC,USD,,,,,,,,,,,,,,,,,,2834,
104904,20150630,2015,4,VNLPY,92431M206,VERNALIS PLC,USD,112.462,136.157,121.265,29.617,0,8.202,14.892,,,104.26,,,,,,,,2834,
104904,20150930,2016,1,VNLPY,92431M206,VERNALIS PLC,USD,,,,,,,,,,,,,,,,,,2834,
104904,20151231,2016,2,VNLPY,92431M206,VERNALIS PLC,USD,88.899,118.742,103.546,16.625,0,11.372,15.196,9.025,9.025,77.527,8.231,27.984,0.239,9.025,9.025,8.231,27.984,2834,
104904,20160331,2016,3,VNLPY,92431M206,VERNALIS PLC,USD,,,,,,,,,,,,,,,,,,2834,
104904,20160630,2016,4,VNLPY,92431M206,VERNALIS PLC,USD,122.542,148.959,136.036,9.297,0,10.211,12.923,6.91,6.91,112.331,6.245,20.545,0.281,15.935,15.935,14.476,48.529,2834,
104904,20160930,2017,1,VNLPY,92431M206,VERNALIS PLC,USD,,,,,,,,,,,,,,,,,,2834,
104904,20161231,2017,2,VNLPY,92431M206,VERNALIS PLC,USD,102.29,131.524,114.036,15.403,0,15.038,17.488,6.853,6.853,87.252,6.758,26.75,0.339,6.853,6.853,6.758,26.75,2834,
104904,20170331,2017,3,VNLPY,92431M206,VERNALIS PLC,USD,,,,,,,,,,,,,,,,,,2834,
104904,20170630,2017,4,VNLPY,92431M206,VERNALIS PLC,USD,91.138,122.371,107.567,9.359,0,12.573,14.804,20.164,20.164,78.565,7.646,32.039,0.556,27.017,27.017,14.404,58.789,2834,
104904,20170930,2018,1,VNLPY,92431M206,VERNALIS PLC,USD,,,,,,,,,,,,,,,,,,2834,
104904,20171231,2018,2,VNLPY,92431M206,VERNALIS PLC,USD,72.883,75.002,62.155,9.183,0,12.002,12.847,9.466,9.466,60.881,17.737,28.773,0.281,9.466,9.466,17.737,28.773,2834,
105574,20130331,2013,1,BPAX.1,09099R939,BIOSANTE PHARMACEUTICALS-OLD,USD,31.927,35.356,26.03,29.389,0,9.326,9.326,0.145,0.145,22.601,0.972,,0,0.145,0.145,0.972,,2834,IL
106261,20130331,2012,4,ELTP,28659T200,ELITE PHARMACEUTICALS INC,USD,2.543,11.125,-8.673,0.369,0,5.357,19.798,1.523,1.523,-2.814,0.311,0.687,0.153,3.404,3.404,0.975,2.534,2834,NJ
106261,20130630,2013,1,ELTP,28659T200,ELITE PHARMACEUTICALS INC,USD,1.785,10.392,-6.4,0.231,0,5.31,16.792,0.722,0.722,-3.525,0.569,0.954,0.036,0.722,0.722,0.569,0.954,2834,NJ
106261,20130930,2013,2,ELTP,28659T200,ELITE PHARMACEUTICALS INC,USD,3.279,17.412,-5.852,0.766,0,11.724,23.264,1.159,1.159,-8.445,0.855,1.147,0.126,1.881,1.881,1.424,2.101,2834,NJ
106261,20131231,2013,3,ELTP,28659T200,ELITE PHARMACEUTICALS INC,USD,3.918,18.277,-4.927,1.081,0,12.505,23.204,1.693,1.693,-8.587,1.291,1.809,0.411,3.574,3.574,2.715,3.91,2834,NJ
106261,20140331,2013,4,ELTP,28659T200,ELITE PHARMACEUTICALS INC,USD,9.925,24.318,-81.198,6.942,0.088,6.161,105.516,1.027,1.027,3.764,1.244,2.238,0.503,4.601,4.601,3.959,6.148,2834,NJ
106261,20140630,2014,1,ELTP,28659T200,ELITE PHARMACEUTICALS INC,USD,12.082,23.968,-84.449,8.173,,7.312,108.417,1.162,1.162,4.77,4.04,4.67,0.679,1.162,1.162,4.04,4.67,2834,NJ
106261,20140930,2014,2,ELTP,28659T200,ELITE PHARMACEUTICALS INC,USD,11.711,23.889,-55.363,7.627,2.065,3.806,79.252,1.256,1.256,7.905,3.546,4.36,1.005,2.418,2.418,7.586,9.03,2834,NJ
106261,20141231,2014,3,ELTP,28659T200,ELITE PHARMACEUTICALS INC,USD,13.186,25.701,-30.539,8.274,2.065,4.355,56.24,1.363,1.363,8.831,2.292,3.007,1.385,3.781,3.781,9.878,12.037,2834,NJ
106261,20150331,2014,4,ELTP,28659T200,ELITE PHARMACEUTICALS INC,USD,12.33,25.92,-34.731,7.464,2.625,5.069,60.651,1.234,1.234,7.261,4.85,5.855,1.965,5.015,5.015,14.728,17.892,2834,NJ
106261,20150630,2015,1,ELTP,28659T200,ELITE PHARMACEUTICALS INC,USD,15.785,29.912,-20.239,11.617,2.065,4.365,21.579,2.163,2.163,11.42,2.441,3.21,0.71,2.163,2.163,2.441,3.21,2834,NJ
106261,20150930,2015,2,ELTP,28659T200,ELITE PHARMACEUTICALS INC,USD,14.095,28.699,-25.031,9.031,1.845,5.508,20.873,2.947,2.947,8.587,4.398,5.136,1.406,5.11,5.11,6.839,8.346,2834,NJ
106261,20151231,2015,3,ELTP,28659T200,ELITE PHARMACEUTICALS INC,USD,12.421,27.131,-60.498,8.103,1.845,5.364,29.2,2.193,2.193,7.057,3.174,3.903,1.352,7.303,7.303,10.013,12.249,2834,NJ
106261,20160331,2015,4,ELTP,28659T200,ELITE PHARMACEUTICALS INC,USD,16.714,31.879,-33.122,11.512,2.365,4.654,20.715,5.195,5.195,12.06,2.415,3.415,1.919,12.498,12.498,12.428,15.664,2834,NJ
106261,20160630,2016,1,ELTP,28659T200,ELITE PHARMACEUTICALS INC,USD,17.987,33.059,-30.893,12.815,2.108,4.379,17.523,3.271,3.271,13.608,1.519,2.31,0.284,3.271,3.271,1.519,2.31,2834,NJ
106261,20160930,2016,2,ELTP,28659T200,ELITE PHARMACEUTICALS INC,USD,19.663,34.87,22.475,12.58,1.98,5.135,12.395,2.685,2.685,14.528,1.267,2.019,0.513,5.956,5.956,2.786,4.329,2834,NJ
106261,20161231,2016,3,ELTP,28659T200,ELITE PHARMACEUTICALS INC,USD,20.621,36.2,26.047,13.282,2.023,4.681,10.153,2.331,2.331,15.94,1.526,2.303,0.805,8.287,8.287,4.312,6.632,2834,NJ
106261,20170331,2016,4,ELTP,28659T200,ELITE PHARMACEUTICALS INC,USD,18.413,34.311,25.664,10.595,2.162,3.345,8.647,1.351,1.351,15.068,3.989,4.111,1.098,9.638,9.638,8.302,10.743,2834,NJ
106261,20170630,2017,1,ELTP,28659T200,ELITE PHARMACEUTICALS INC,USD,16.436,33.888,3.78,9.573,3.465,3.514,16.204,1.703,1.703,12.922,1.822,2.778,0.275,1.703,1.703,1.822,2.778,2834,NJ
106261,20170930,2017,2,ELTP,28659T200,ELITE PHARMACEUTICALS INC,USD,14.611,32.013,6.19,7.557,3.317,3.649,11.919,1.623,1.623,10.962,2.286,2.954,0.387,3.326,3.326,4.108,5.732,2834,NJ
106261,20171231,2017,3,ELTP,28659T200,ELITE PHARMACEUTICALS INC,USD,14.764,32.074,5.99,7.245,3.341,4.743,12.18,2.536,2.536,10.021,2.29,2.943,0.29,5.862,5.862,6.398,8.675,2834,NJ
106261,20180331,2017,4,ELTP,28659T200,ELITE PHARMACEUTICALS INC,USD,13.702,30.883,4.572,7.179,3.331,5.115,12.407,1.597,1.597,8.587,2.677,2.977,0.181,7.459,7.459,9.621,12.198,2834,NJ
106261,20180630,2018,1,ELTP,28659T200,ELITE PHARMACEUTICALS INC,USD,11.458,28.495,3.088,5.644,3.377,4.671,11.503,2.168,2.168,6.787,1.327,2.247,0.178,2.168,2.168,1.327,2.247,2834,NJ
106261,20180930,2018,2,ELTP,28659T200,ELITE PHARMACEUTICALS INC,USD,10.378,27.321,1.77,4.705,3.251,5.364,11.647,1.363,1.363,5.014,2.455,3.106,0,3.531,3.531,3.782,5.353,2834,NJ
106261,20181231,2018,3,ELTP,28659T200,ELITE PHARMACEUTICALS INC,USD,9.431,26.377,-0.265,3.681,3.399,6.94,12.738,2.694,2.694,2.491,2.454,3.24,0.019,6.225,6.225,6.236,8.593,2834,NJ
109258,20130331,2012,4,GAI,G39320117,GLOBAL-TECH ADV INNOVATIONS,USD,77.345,108.226,76.534,32.385,0,31.963,31.968,10.698,10.698,45.382,0.366,3.983,7.613,66.827,66.827,0.366,12.384,3674,
109258,20130630,2013,1,GAI,G39320117,GLOBAL-TECH ADV INNOVATIONS,USD,70.951,105.725,75.424,20.583,0,30.599,30.604,14.799,14.799,40.352,,3.483,,14.799,14.799,,3.483,3674,
109258,20130930,2013,2,GAI,G39320117,GLOBAL-TECH ADV INNOVATIONS,USD,64.158,97.83,70.636,15.975,0,27.539,27.544,9.663,9.663,36.619,,2.289,,24.462,24.462,,5.772,3674,
109258,20131231,2013,3,GAI,G39320117,GLOBAL-TECH ADV INNOVATIONS,USD,71.151,103.344,70.5,15.701,0,33.206,33.211,20.511,20.511,37.945,,3.325,,44.973,44.973,,9.097,3674,
109258,20140331,2013,4,GAI,G39320117,GLOBAL-TECH ADV INNOVATIONS,USD,70.215,99.668,66.174,22.82,0,33.873,33.878,17.72,17.72,36.342,0.498,4.051,5.987,62.693,62.693,0.498,13.148,3674,
109258,20140630,2014,1,GAI,G39320117,GLOBAL-TECH ADV INNOVATIONS,USD,78.622,107.815,65.757,17.035,0,42.453,42.458,24.607,24.607,36.169,,2.955,,24.607,24.607,,2.955,3674,
109258,20140930,2014,2,GAI,G39320117,GLOBAL-TECH ADV INNOVATIONS,USD,71.615,100.655,63.873,15.732,0,37.192,37.197,21.062,21.062,34.423,,3.36,,45.669,45.669,,6.315,3674,
109258,20141231,2014,3,GAI,G39320117,GLOBAL-TECH ADV INNOVATIONS,USD,64.438,92.406,61.366,14.333,0,31.462,31.467,16.161,16.161,32.976,,5.592,,61.83,61.83,,11.907,3674,
109258,20150331,2014,4,GAI,G39320117,GLOBAL-TECH ADV INNOVATIONS,USD,67.779,94.984,59.752,14.502,0,35.672,35.672,16.191,16.191,32.107,1.097,0.517,1.519,78.021,78.021,1.097,12.424,3674,
109258,20150630,2015,1,GAI,G39320117,GLOBAL-TECH ADV INNOVATIONS,USD,69.481,95.862,58.713,9.436,0,37.602,37.602,15.307,15.307,31.879,,3.501,,15.307,15.307,,3.501,3674,
109258,20150930,2015,2,GAI,G39320117,GLOBAL-TECH ADV INNOVATIONS,USD,72.295,97.203,55.622,17.132,0,42.047,42.047,20.123,20.123,30.248,,3.745,,35.43,35.43,,7.246,3674,
110039,20130331,2013,1,AMKR,31652100,AMKOR TECHNOLOGY INC,USD,1132.713,3074.731,667.671,466.702,1578,664.784,2397.837,687.529,687.529,467.929,14.306,66.234,112.543,687.529,687.529,14.306,66.234,3674,AZ
110039,20130630,2013,2,AMKR,31652100,AMKOR TECHNOLOGY INC,USD,1337.155,3416.333,890.174,636.007,1594.661,773.703,2516.334,746.059,746.059,563.452,14.308,72.653,222.674,1433.588,1433.588,28.614,138.887,3674,AZ
110039,20130930,2013,3,AMKR,31652100,AMKOR TECHNOLOGY INC,USD,1288.783,3476.918,918.877,591.31,1594.527,779.683,2547.561,767.987,767.987,509.1,18.647,74.908,402.004,2201.575,2201.575,47.261,213.795,3674,AZ
110039,20131231,2013,4,AMKR,31652100,AMKOR TECHNOLOGY INC,USD,1232.416,3427.298,953.74,610.442,1591.39,690.936,2462.358,754.875,754.875,541.48,17.364,67.618,566.256,2956.45,2956.45,64.625,281.413,3674,AZ
110039,20140331,2014,1,AMKR,31652100,AMKOR TECHNOLOGY INC,USD,1280.759,3503.339,979.61,628.585,1586.252,741.697,2511.979,696.044,696.044,539.062,21.045,83.469,95.999,696.044,696.044,21.045,83.469,3674,AZ
110039,20140630,2014,2,AMKR,31652100,AMKOR TECHNOLOGY INC,USD,1247.925,3609.373,1078.415,525.935,1526.111,817.853,2518.323,767.459,767.459,430.072,22.079,89.753,230.392,1463.503,1463.503,43.124,173.222,3674,AZ
110039,20140930,2014,3,AMKR,31652100,AMKOR TECHNOLOGY INC,USD,1270.385,3759.941,1117.362,485.592,1525.969,929.228,2628.871,812.824,812.824,341.157,16.437,78.037,442.308,2276.327,2276.327,59.561,251.259,3674,AZ
110039,20141231,2014,4,AMKR,31652100,AMKOR TECHNOLOGY INC,USD,1197.948,3635.405,1116.235,449.946,1525.824,700.59,2504.469,853.113,853.113,497.358,17.303,80.103,681.12,3129.44,3129.44,76.864,331.362,3674,AZ
110039,20150331,2015,1,AMKR,31652100,AMKOR TECHNOLOGY INC,USD,1205.95,3633.876,1147.967,494.189,1495.677,701.395,2470.292,742.875,742.875,504.555,18.026,80.968,106.149,742.875,742.875,18.026,80.968,3674,AZ
110039,20150630,2015,2,AMKR,31652100,AMKOR TECHNOLOGY INC,USD,1152.378,3644.228,1152.953,442.297,1490.528,717.398,2475.035,736.722,736.722,434.98,20.02,76.455,194.36,1479.597,1479.597,38.046,157.423,3674,AZ
110039,20150930,2015,3,AMKR,31652100,AMKOR TECHNOLOGY INC,USD,1104.771,3647.488,1186.441,430.444,1440.376,752.191,2444.083,734.362,734.362,352.58,21.073,75.305,352.644,2213.959,2213.959,59.119,232.728,3674,AZ
110039,20151231,2015,4,AMKR,31652100,AMKOR TECHNOLOGY INC,USD,1317.48,4031.3,1207.883,523.172,1519.107,1018.184,2806.167,670.644,670.644,299.296,22.898,81.698,537.975,2884.603,2884.603,82.017,314.426,3674,AZ
110039,20160331,2016,1,AMKR,31652100,AMKOR TECHNOLOGY INC,USD,1219.573,3959.154,1227.582,413.465,1508.426,940.11,2713.987,868.682,868.682,279.463,27.155,100.79,198.788,868.682,868.682,27.155,100.79,3674,AZ
110039,20160630,2016,2,AMKR,31652100,AMKOR TECHNOLOGY INC,USD,1362.527,4120.848,1251.897,499.32,1540.504,1036.844,2850.848,917.326,917.326,325.683,30.168,101.064,355.974,1786.008,1786.008,57.323,201.854,3674,AZ
110039,20160930,2016,3,AMKR,31652100,AMKOR TECHNOLOGY INC,USD,1487.046,4241.114,1321.048,549.836,1548.214,1074.96,2901.054,1086.014,1086.014,412.086,26.822,99.185,481.67,2872.022,2872.022,84.145,301.039,3674,AZ
110039,20161231,2016,4,AMKR,31652100,AMKOR TECHNOLOGY INC,USD,1409.696,4092.086,1383.588,549.518,1439.638,1005.661,2688.682,1021.613,1021.613,404.035,33.061,100.498,650.038,3893.635,3893.635,117.206,401.537,3674,AZ
110039,20170331,2017,1,AMKR,31652100,AMKOR TECHNOLOGY INC,USD,1494.665,4178.321,1388.386,613.974,1485.737,1039.107,2769.392,899.284,899.284,455.558,41.568,117.85,88.285,899.284,899.284,41.568,117.85,3674,AZ
110039,20170630,2017,2,AMKR,31652100,AMKOR TECHNOLOGY INC,USD,1596.632,4384.131,1505.594,657.627,1237.69,1388.091,2857.177,1008.385,1008.385,208.541,44.281,112.066,271.651,1907.669,1907.669,85.849,229.916,3674,AZ
110039,20170930,2017,3,AMKR,31652100,AMKOR TECHNOLOGY INC,USD,1566.472,4412.269,1560.437,519.449,1243.697,1355.739,2829.419,1148.884,1148.884,210.733,42.841,118.409,413.974,3056.553,3056.553,128.69,348.325,3674,AZ
110039,20171231,2017,4,AMKR,31652100,AMKOR TECHNOLOGY INC,USD,1650.87,4521.509,1667.328,596.364,1240.581,1361.789,2830.73,1150.478,1150.478,289.081,37.937,115.323,550.943,4207.031,4207.031,166.627,463.648,3674,AZ
110039,20180331,2018,1,AMKR,31652100,AMKOR TECHNOLOGY INC,USD,1491.584,4391.71,1723.125,495.183,1240.141,1168.081,2644.636,1025.319,1025.319,323.503,40.929,121.652,230.603,1025.319,1025.319,40.929,121.652,3674,AZ
110039,20180630,2018,2,AMKR,31652100,AMKOR TECHNOLOGY INC,USD,1458.179,4381.681,1745.751,380.262,1214.535,1161.652,2611.523,1065.684,1065.684,296.527,41.076,115.776,389.568,2091.003,2091.003,82.005,237.428,3674,AZ
110039,20180930,2018,3,AMKR,31652100,AMKOR TECHNOLOGY INC,USD,1611.236,4495.469,1796.944,547.665,1267.992,1171.333,2673.628,1144.192,1144.192,439.903,37.541,108.004,478.036,3235.195,3235.195,119.546,345.432,3674,AZ
110039,20181231,2018,4,AMKR,31652100,AMKOR TECHNOLOGY INC,USD,1671.208,4495.447,1830.54,681.569,1217.732,1158.423,2639.547,1081.271,1081.271,512.785,37.636,106.989,547.122,4316.466,4316.466,157.182,452.421,3674,AZ
110760,20130331,2013,1,AXTI,00246W103,AXT INC,USD,97.195,166.324,138.602,25.792,0,16.015,19.288,22.38,22.38,81.18,0.822,4.747,1.349,22.38,22.38,0.822,4.747,3674,CA
110760,20130630,2013,2,AXTI,00246W103,AXT INC,USD,94.991,163.53,136.92,21.959,0,14.511,17.593,23.831,23.831,80.48,1.039,5.246,2.459,46.211,46.211,1.861,9.993,3674,CA
110760,20130930,2013,3,AXTI,00246W103,AXT INC,USD,100.706,165.273,135.301,27.723,0,17.804,20.684,20.521,20.521,82.902,0.766,5.069,3.919,66.732,66.732,2.627,15.062,3674,CA
110760,20131231,2013,4,AXTI,00246W103,AXT INC,USD,99.54,163.822,136.136,24.961,0,15.426,18.276,18.603,18.603,84.114,0.797,4.428,5.424,85.335,85.335,3.424,19.49,3674,CA
110760,20140331,2014,1,AXTI,00246W103,AXT INC,USD,105.94,160.25,133.935,22.76,0,14.264,16.861,19.345,19.345,91.676,0.775,4.211,0.163,19.345,19.345,0.775,4.211,3674,CA
110760,20140630,2014,2,AXTI,00246W103,AXT INC,USD,107.65,160.708,134.779,26.307,0,13.734,16.225,21.449,21.449,93.916,0.987,4.675,0.6,40.794,40.794,1.762,8.886,3674,CA
110760,20140930,2014,3,AXTI,00246W103,AXT INC,USD,104.8,163.885,135.434,25.793,0,16.27,18.518,23.138,23.138,88.53,1.16,4.665,1.374,63.932,63.932,2.922,13.551,3674,CA
110760,20141231,2014,4,AXTI,00246W103,AXT INC,USD,103.193,161.517,134.731,28.814,0,14.771,16.829,19.567,19.567,88.422,1.222,4.963,1.971,83.499,83.499,4.144,18.514,3674,CA
110760,20150331,2015,1,AXTI,00246W103,AXT INC,USD,99.622,160.295,133.387,33.285,0,14.946,16.877,20.064,20.064,84.676,1.241,5.292,0.676,20.064,20.064,1.241,5.292,3674,CA
110760,20150630,2015,2,AXTI,00246W103,AXT INC,USD,94.44,158.216,132.912,28.64,0,13.366,15.136,21.01,21.01,81.074,1.389,5.164,2.174,41.074,41.074,2.63,10.456,3674,CA
110760,20150930,2015,3,AXTI,00246W103,AXT INC,USD,93.552,153.145,130.201,26.185,0,11.472,13.111,18.371,18.371,82.08,1.657,5.316,3.508,59.445,59.445,4.287,15.772,3674,CA
