gvkey,fyear,fyend,date,comnam,sic,ret,vwretd,sprtrn
001327,2015,9,30jan2015,SKYWORKS SOLUTIONS INC,3674,.1422088295221329,-.02720094,-.03104085
001327,2015,9,27feb2015,SKYWORKS SOLUTIONS INC,3674,.0581576973199844,.05602062,.05489251
001327,2015,9,31mar2015,SKYWORKS SOLUTIONS INC,3674,.1201139688491821,-.0104534,-.01739606
001327,2015,9,30apr2015,SKYWORKS SOLUTIONS INC,3674,-.0614508166909218,.008715708,.008520762
001327,2015,9,29may2015,SKYWORKS SOLUTIONS INC,3674,.1868834793567657,.01034533,.01049144
001327,2015,9,30jun2015,SKYWORKS SOLUTIONS INC,3674,-.0480980426073074,-.01926209,-.02101177
001327,2015,9,31jul2015,SKYWORKS SOLUTIONS INC,3674,-.0809798315167427,.01211286,.01974204
001327,2015,9,31aug2015,SKYWORKS SOLUTIONS INC,3674,-.0842479318380356,-.06004574,-.0625808
001327,2015,9,30sep2015,SKYWORKS SOLUTIONS INC,3674,-.0359473302960396,-.03376905,-.02644282
001327,2016,9,30oct2015,SKYWORKS SOLUTIONS INC,3674,-.0827692821621895,.07402217,.08298308
001327,2016,9,30nov2015,SKYWORKS SOLUTIONS INC,3674,.0781978145241737,.002448751,.000504963
001327,2016,9,31dec2015,SKYWORKS SOLUTIONS INC,3674,-.074560284614563,-.02228775,-.0175302
001327,2016,9,29jan2016,SKYWORKS SOLUTIONS INC,3674,-.1029546186327934,-.05709377,-.05073534
001327,2016,9,29feb2016,SKYWORKS SOLUTIONS INC,3674,-.0320661813020706,.0006867422,-.004128355
001327,2016,9,31mar2016,SKYWORKS SOLUTIONS INC,3674,.172310084104538,.07051735,.06599111
001327,2016,9,29apr2016,SKYWORKS SOLUTIONS INC,3674,-.1422336548566818,.01181701,.00269937
001327,2016,9,31may2016,SKYWORKS SOLUTIONS INC,3674,.0029931522440165,.01431573,.01532949
001327,2016,9,30jun2016,SKYWORKS SOLUTIONS INC,3674,-.0521270707249641,.003110331,.0009060735
001327,2016,9,29jul2016,SKYWORKS SOLUTIONS INC,3674,.0432995893061161,.03877529,.03560981
001327,2016,9,31aug2016,SKYWORKS SOLUTIONS INC,3674,.1381400227546692,.002788718,-.001219176
001327,2016,9,30sep2016,SKYWORKS SOLUTIONS INC,3674,.017098568379879,.003016973,-.001234483
001327,2017,9,31oct2016,SKYWORKS SOLUTIONS INC,3674,.0105070006102324,-.0215942,-.01942562
001327,2017,9,30nov2016,SKYWORKS SOLUTIONS INC,3674,.002469405066222,.04049072,.03417445
001327,2017,9,30dec2016,SKYWORKS SOLUTIONS INC,3674,-.0284970048815012,.01879204,.01820075
001327,2017,9,31jan2017,SKYWORKS SOLUTIONS INC,3674,.2325206696987152,.02219005,.01788434
001327,2017,9,28feb2017,SKYWORKS SOLUTIONS INC,3674,.0334641337394714,.03266432,.03719826
001327,2017,9,31mar2017,SKYWORKS SOLUTIONS INC,3674,.0334353521466255,.002092126,-.0003892302
001327,2017,9,28apr2017,SKYWORKS SOLUTIONS INC,3674,.0179627928882837,.009614883,.009091217
001327,2017,9,31may2017,SKYWORKS SOLUTIONS INC,3674,.0698817148804665,.009335273,.01157621
001327,2017,9,30jun2017,SKYWORKS SOLUTIONS INC,3674,-.098468504846096,.009469612,.004813832
001327,2017,9,31jul2017,SKYWORKS SOLUTIONS INC,3674,.0929651483893394,.02032932,.01934877
001327,2017,9,31aug2017,SKYWORKS SOLUTIONS INC,3674,.0077238278463483,.001589232,.0005464923
001327,2017,9,29sep2017,SKYWORKS SOLUTIONS INC,3674,-.0328397788107395,.0237333,.0193029
